Aoshu Mutant BilR 2.037uM 
""
WAVELENGTH	CD	HT VOLTAGE	ABSORBANCE
200.0	2.7283542156219482	457.9059753417969	2.632763147354126
199.0	5.632535934448242	476.5400695800781	2.75835919380188
198.0	9.072277069091797	500.4986267089844	2.9159083366394043
197.0	10.38857650756836	532.6502075195312	3.120379686355591
196.0	13.242748260498047	577.2948608398438	3.391084671020508
195.0	16.24705696105957	640.1195678710938	3.7237987518310547
194.0	12.27890396118164	730.3080444335938	4.160356044769287
193.0	11.245265007019043	849.9024047851562	4.73925256729126
192.0	12.573649406433105	953.1524658203125	5.239034175872803
191.0	15.262728691101074	984.4210205078125	5.390389919281006
190.0	19.35893440246582	981.9146728515625	5.378258228302002
