Aoshu WT BilR 2.009uM 
""
WAVELENGTH	CD	HT VOLTAGE	ABSORBANCE
221.0	-8.302292823791504	331.5782470703125	1.5760079622268677
220.0	-8.34496784210205	334.14678955078125	1.601354956626892
219.0	-8.448685646057129	336.7781066894531	1.6271594762802124
218.0	-8.39117431640625	339.4084167480469	1.6527910232543945
217.0	-8.364097595214844	342.1239013671875	1.679080843925476
216.0	-8.25922679901123	344.9313659667969	1.706078052520752
215.0	-8.035194396972656	347.8523864746094	1.7339696884155273
214.0	-8.14665412902832	350.90228271484375	1.7628767490386963
213.0	-8.117558479309082	354.17755126953125	1.7936750650405884
212.0	-8.336698532104492	357.7182312011719	1.8266843557357788
211.0	-8.685829162597656	361.5638732910156	1.8622008562088013
210.0	-8.976203918457031	365.7209777832031	1.9002010822296143
209.0	-9.325376510620117	370.2710876464844	1.9413259029388428
208.0	-9.425978660583496	375.26812744140625	1.985926628112793
207.0	-9.384725570678711	380.8040771484375	2.0346484184265137
206.0	-9.206254959106445	386.9048156738281	2.0875024795532227
205.0	-8.580791473388672	393.6593322753906	2.1449947357177734
204.0	-7.629026412963867	401.15673828125	2.2075483798980713
203.0	-6.572994709014893	409.6617126464844	2.2769007682800293
202.0	-5.088805675506592	419.3142395019531	2.3535404205322266
201.0	-2.8923685550689697	430.5177917480469	2.439734935760498
200.0	-0.5437038540840149	444.005859375	2.5373315811157227
199.0	1.9813652038574219	460.8122863769531	2.6525285243988037
198.0	5.281879901885986	482.70086669921875	2.799294948577881
197.0	6.6695380210876465	512.3460693359375	2.9921813011169434
196.0	8.912543296813965	553.8226928710938	3.250676393508911
195.0	9.034384727478027	612.8056030273438	3.591585397720337
194.0	13.523131370544434	698.9044799804688	4.008347034454346
193.0	15.306824684143066	818.5910034179688	4.5876898765563965
192.0	14.436131477355957	938.39599609375	5.167605876922607
191.0	12.107230186462402	983.3880615234375	5.385389804840088
190.0	8.94149398803711	984.2686157226562	5.389652252197266
