Aoshu WT BilR 2.009uM 
""
WAVELENGTH	CD	HT VOLTAGE	ABSORBANCE
320.0	-2.4081800802377984e-05	255.6143798828125	0.7213184833526611
319.0	0.03892742469906807	255.5368194580078	0.7203124761581421
318.0	0.0694877877831459	255.4448699951172	0.7191200256347656
317.0	0.07387786358594894	255.3822021484375	0.7183071374893188
316.0	0.04849669709801674	255.2403564453125	0.7164674401283264
315.0	0.0026806259993463755	255.1695098876953	0.7155484557151794
314.0	-0.03117789886891842	255.00575256347656	0.713424563407898
313.0	-0.05351332575082779	254.8143768310547	0.7109425067901611
312.0	-0.03979780524969101	254.7274932861328	0.709815502166748
311.0	0.020189080387353897	254.7941131591797	0.7106795907020569
310.0	0.02814304456114769	254.9447784423828	0.7126337289810181
309.0	0.05292163044214249	254.9403839111328	0.7125768661499023
308.0	0.037359509617090225	254.93641662597656	0.7125253677368164
307.0	0.019617930054664612	254.9343719482422	0.7124988436698914
306.0	-0.006458431016653776	254.9365692138672	0.7125272154808044
305.0	-0.05314825102686882	254.93960571289062	0.7125666737556458
304.0	-0.04140787571668625	254.9757843017578	0.7130358815193176
303.0	-0.0069437348283827305	254.97584533691406	0.7130366563796997
302.0	-0.039339330047369	255.027587890625	0.7137078046798706
301.0	-0.002604764886200428	255.0624237060547	0.7141595482826233
300.0	0.015803249552845955	255.09420776367188	0.7145718932151794
299.0	0.057562295347452164	255.1303253173828	0.715040385723114
298.0	0.06789065897464752	255.1933135986328	0.7158573269844055
297.0	0.019117791205644608	255.26719665527344	0.7168155908584595
296.0	-0.03230341523885727	255.3242950439453	0.7175560593605042
295.0	-0.060017842799425125	255.40525817871094	0.7186062932014465
294.0	-0.0997370108962059	255.47462463378906	0.7195059657096863
293.0	-0.10019310563802719	255.4923858642578	0.7197361588478088
292.0	-0.0867508053779602	255.3540802001953	0.717942476272583
291.0	-0.0504925400018692	255.1570281982422	0.7153867483139038
290.0	-0.0906723365187645	255.4261474609375	0.7188771367073059
289.0	-0.15542325377464294	255.90980529785156	0.7251502275466919
288.0	-0.16840042173862457	256.1170959472656	0.7278385758399963
287.0	-0.15536817908287048	256.30389404296875	0.730261504650116
286.0	-0.12369239330291748	256.5074462890625	0.7329016923904419
285.0	-0.0897502601146698	256.7446594238281	0.7359782457351685
284.0	-0.10530546307563782	257.00653076171875	0.7393748164176941
283.0	-0.12138589471578598	257.22833251953125	0.7422513365745544
282.0	-0.14208999276161194	257.492431640625	0.7456769943237305
281.0	-0.11350032687187195	257.7643127441406	0.7492031455039978
280.0	-0.06282972544431686	258.05517578125	0.7529755234718323
279.0	-0.021523231640458107	258.4092712402344	0.7575682401657104
278.0	-0.04001626744866371	258.79840087890625	0.7626151442527771
277.0	-0.01996888779103756	259.1710510253906	0.7674484252929688
276.0	-0.07872240245342255	259.60418701171875	0.7730662822723389
275.0	-0.12862859666347504	260.0296325683594	0.7785841822624207
274.0	-0.10390233248472214	260.4320983886719	0.7838044762611389
273.0	-0.10028832405805588	260.85711669921875	0.7893166542053223
272.0	0.0018687383271753788	261.32391357421875	0.7953710556030273
271.0	0.03063729964196682	261.8808898925781	0.8025952577590942
270.0	0.0166164580732584	262.5509338378906	0.8112856149673462
269.0	0.06071552634239197	263.3503112792969	0.821653425693512
268.0	0.004932379815727472	264.1308898925781	0.8317775130271912
267.0	-0.01672138273715973	265.0458984375	0.843645453453064
266.0	-0.013065424747765064	265.9141845703125	0.8549069762229919
265.0	-0.07583608478307724	266.8866882324219	0.8675203323364258
264.0	0.0035840964410454035	267.88739013671875	0.8804996013641357
263.0	-0.0662182942032814	268.8949279785156	0.8935673236846924
262.0	-0.08321602642536163	269.9504089355469	0.9072569608688354
261.0	-0.10444160550832748	270.981689453125	0.9206323623657227
260.0	-0.12141561508178711	272.0193786621094	0.9340914487838745
259.0	-0.09263154119253159	273.11920166015625	0.9483559131622314
258.0	-0.01508503220975399	274.1435241699219	0.9616413712501526
257.0	0.013671306893229485	275.1534729003906	0.9747405648231506
256.0	0.03389980271458626	276.09149169921875	0.9869066476821899
255.0	-0.04463231936097145	276.9831848144531	0.9984717965126038
254.0	-0.06317216157913208	277.8199157714844	1.0093241930007935
253.0	-0.08525270968675613	278.6651306152344	1.019174575805664
252.0	-0.09320125728845596	279.58660888671875	1.029437780380249
251.0	-0.1051345020532608	280.4685974121094	1.0392422676086426
250.0	-0.10578212887048721	281.30133056640625	1.0484822988510132
249.0	-0.13561122119426727	282.1662902832031	1.0580626726150513
248.0	-0.11154048144817352	283.00146484375	1.0672961473464966
247.0	-0.13293318450450897	283.8905944824219	1.0771085023880005
246.0	-0.19610461592674255	284.882568359375	1.0880334377288818
245.0	-0.2686152756214142	285.9033508300781	1.0992515087127686
244.0	-0.3162890374660492	286.9755554199219	1.1110080480575562
243.0	-0.3616836965084076	288.14349365234375	1.1237834692001343
242.0	-0.4928390085697174	289.41522216796875	1.137657642364502
241.0	-0.6995694041252136	290.8111267089844	1.1528421640396118
240.0	-0.9227398633956909	292.23681640625	1.1683034896850586
239.0	-1.214706540107727	293.816162109375	1.1853753328323364
238.0	-1.5905537605285645	295.5131530761719	1.2036527395248413
237.0	-1.9954631328582764	297.2923278808594	1.2227425575256348
236.0	-2.3564846515655518	299.1367492675781	1.2424533367156982
235.0	-2.616626024246216	301.0356140136719	1.2626618146896362
234.0	-2.9986703395843506	302.98492431640625	1.2833187580108643
233.0	-3.6157453060150146	305.00439453125	1.3046247959136963
232.0	-4.188406467437744	307.03509521484375	1.3259518146514893
231.0	-4.644463062286377	309.0732421875	1.3472591638565063
230.0	-5.258263111114502	311.0658874511719	1.3679959774017334
229.0	-5.857374668121338	313.2171630859375	1.3902782201766968
228.0	-6.315885543823242	315.4519348144531	1.4133094549179077
227.0	-6.704021453857422	317.6295471191406	1.435638189315796
226.0	-7.107640266418457	319.8250732421875	1.4580371379852295
225.0	-7.604986190795898	322.08837890625	1.4810084104537964
224.0	-7.886976718902588	324.3801574707031	1.5041453838348389
223.0	-8.013901710510254	326.7023620605469	1.5274630784988403
222.0	-8.326642036437988	329.1319274902344	1.551722526550293
