Retention Time	Intensity	Intensity	Intensity
0	0	0	0
0.00333333341404796	0	0	200
0.00666666682809591	0	0	400
0.00999999977648258	0	0	0
0.0133333336561918	0	0	200
0.0166666675359011	0	0	400
0.0199999995529652	0	0	0
0.0233333334326744	0	0	400
0.0266666673123837	0	0	0
0.0299999993294477	0	0	0
0.0333333350718021	0	0	0
0.0366666652262211	0	0	0
0.0399999991059303	0	0	200
0.0433333329856396	0	2200	400
0.0466666668653488	0	0	0
0.0500000007450581	0	0	0
0.0533333346247673	0	0	0
0.0566666685044765	0	0	600
0.0599999986588955	0	0	0
0.0633333325386047	600	0	0
0.0666666701436043	0	0	0
0.0700000002980232	0	0	0
0.0733333304524422	0	0	0
0.0766666680574417	0	0	200
0.0799999982118607	0	0	0
0.0833333358168602	0	2400	400
0.0866666659712791	0	0	400
0.0900000035762787	0	0	0
0.0933333337306976	0	400	200
0.0966666638851166	0	0	200
0.100000001490116	0	0	0
0.103333331644535	0	0	0
0.106666669249535	0	0	0
0.109999999403954	0	0	0
0.113333337008953	0	0	200
0.116666667163372	0	0	0
0.119999997317791	0	0	0
0.123333334922791	0	0	0
0.126666665077209	0	0	0
0.129999995231628	0	0	0
0.133333340287209	0	0	200
0.136666670441628	0	0	0
0.140000000596046	0	0	200
0.143350005149841	0	0	0
0.14668333530426	0	0	0
0.150016665458679	0	0	0
0.153349995613098	0	0	200
0.156683340668678	0	0	0
0.160016670823097	0	0	0
0.163350000977516	0	0	200
0.166683331131935	0	0	400
0.170016661286354	0	0	0
0.173350006341934	0	0	0
0.176683336496353	0	0	0
0.180016666650772	0	600	0
0.183349996805191	0	0	0
0.18668332695961	0	0	800
0.19001667201519	0	0	0
0.193350002169609	0	0	200
0.196683332324028	0	0	0
0.200016662478447	0	0	0
0.203349992632866	0	0	400
0.206683337688446	0	0	0
0.210016667842865	0	0	0
0.213349997997284	0	0	200
0.216683328151703	0	400	200
0.220016673207283	0	400	0
0.223350003361702	200	0	200
0.226683333516121	800	0	0
0.23001666367054	0	0	0
0.233349993824959	0	200	0
0.236683338880539	0	400	0
0.240016669034958	0	0	0
0.243349999189377	0	0	0
0.246683329343796	0	0	200
0.250016659498215	0	0	0
0.253349989652634	0	0	0
0.256683319807053	0	200	0
0.260016679763794	0	0	0
0.263350009918213	0	0	200
0.266683340072632	0	0	0
0.270016670227051	0	0	400
0.27335000038147	0	200	0
0.276683330535889	0	0	0
0.280016660690308	0	0	0
0.283349990844727	0	0	0
0.286683320999146	0	0	200
0.290016680955887	0	1000	400
0.293350011110306	0	0	0
0.296683341264725	0	0	0
0.300016671419144	0	400	1400
0.303350001573563	0	0	0
0.306683331727982	0	0	200
0.310016661882401	0	0	0
0.313349992036819	0	0	0
0.316683322191238	0	0	200
0.320016652345657	0	0	0
0.323350012302399	0	0	0
0.326683342456818	0	0	200
0.330016672611237	0	1000	200
0.333350002765656	200	1200	0
0.336683332920074	0	4600	0
0.340016663074493	200	2000	200
0.343349993228912	0	1600	1800
0.346683323383331	0	2200	2200
0.35001665353775	0	4000	200
0.353350013494492	200	1200	200
0.356683343648911	0	400	0
0.360016673803329	0	1600	1000
0.363350003957748	0	1400	600
0.366683334112167	0	4000	400
0.370016664266586	0	2600	0
0.373349994421005	0	400	0
0.376683324575424	0	1000	0
0.380016654729843	0	2000	0
0.383350014686584	0	0	0
0.386683344841003	0	2600	0
0.390016674995422	1200	800	200
0.393350005149841	0	0	0
0.39668333530426	0	0	0
0.400016665458679	0	0	400
0.403349995613098	0	0	0
0.406683325767517	0	0	0
0.410033345222473	0	0	200
0.413366675376892	0	0	2400
0.416700005531311	0	0	600
0.42003333568573	0	0	0
0.423366665840149	0	1400	0
0.426699995994568	0	0	1000
0.430033326148987	0	0	0
0.433366656303406	0	0	600
0.436699986457825	0	0	1000
0.440033346414566	0	0	200
0.443366676568985	200	0	0
0.446700006723404	0	0	0
0.450033336877823	0	200	0
0.453366667032242	0	1200	0
0.456699997186661	0	0	0
0.46003332734108	0	400	0
0.463366657495499	0	0	0
0.466699987649918	0	0	200
0.470033347606659	0	0	200
0.473366677761078	600	200	200
0.476700007915497	1600	0	0
0.480033338069916	0	0	400
0.483366668224335	1200	200	400
0.486699998378754	200	0	1400
0.490033328533173	0	400	0
