Retention Time	Intensity	Intensity	Intensity
0	0	0	0
0.00333333341404796	0	200	0
0.00666666682809591	0	400	0
0.00999999977648258	0	400	0
0.0133333336561918	0	0	0
0.0166666675359011	0	0	600
0.0199999995529652	0	200	0
0.0233333334326744	0	0	0
0.0266666673123837	0	400	2400
0.0299999993294477	0	0	0
0.0333333350718021	0	0	0
0.0366666652262211	0	0	0
0.0399999991059303	0	200	0
0.0433333329856396	0	0	0
0.0466666668653488	0	0	0
0.0500000007450581	0	0	0
0.0533500015735626	0	0	0
0.0566833317279816	0	400	200
0.0600166656076908	0	0	0
0.0633499994874001	0	400	0
0.066683329641819	0	400	0
0.0700166672468185	0	200	0
0.0733499974012375	0	0	0
0.076683335006237	0	400	0
0.080016665160656	0	400	0
0.0833500027656555	0	0	200
0.0866833329200745	0	0	0
0.0900166630744934	0	400	0
0.093350000679493	0	200	0
0.0966833308339119	0	0	0
0.100016668438911	0	0	400
0.10334999859333	0	1200	0
0.10668333619833	0	200	0
0.110016666352749	0	0	0
0.113349996507168	0	0	600
0.116683334112167	0	0	0
0.120016664266586	0	0	0
0.123350001871586	0	200	0
0.126683339476585	0	0	0
0.130016669631004	0	0	0
0.133366659283638	0	0	0
0.136700004339218	0	0	0
0.140033334493637	0	400	400
0.143366664648056	0	400	0
0.146699994802475	0	400	0
0.150033339858055	0	0	0
0.153366670012474	0	0	0
0.156700000166893	0	0	0
0.160033330321312	0	200	0
0.163366660475731	0	0	0
0.166700005531311	0	200	0
0.17003333568573	0	0	0
0.173366665840149	0	0	0
0.176699995994568	0	0	0
0.180033326148987	0	0	0
0.183366671204567	0	200	0
0.186700001358986	0	0	1000
0.190033331513405	0	0	1800
0.193366661667824	0	400	0
0.196700006723404	0	0	0
0.200033336877823	0	200	0
0.203366667032242	0	200	0
0.206699997186661	0	0	0
0.21003332734108	0	200	200
0.21336667239666	0	600	0
0.216700002551079	0	1200	0
0.220033332705498	0	0	800
0.223366662859917	0	200	0
0.226699993014336	0	200	0
0.230033338069916	0	400	0
0.233383327722549	0	0	0
0.23671667277813	0	0	800
0.240050002932549	0	600	0
0.243383333086967	0	400	0
0.246716663241386	0	600	0
0.250050008296967	0	800	0
0.253383338451385	0	200	0
0.256716668605804	0	0	0
0.260049998760223	0	200	0
0.263383328914642	0	0	0
0.266716659069061	0	800	400
0.27004998922348	0	0	0
0.273383319377899	0	0	0
0.276716679334641	0	0	0
0.280050009489059	1200	400	0
0.283383339643478	0	0	0
0.286716669797897	0	200	0
0.290049999952316	0	0	0
0.293383330106735	0	400	0
0.296716660261154	0	400	0
0.300049990415573	0	400	0
0.303383320569992	0	0	1000
0.306716680526733	0	0	0
0.310050010681152	0	200	1000
0.313383340835571	0	200	0
0.31671667098999	0	0	0
0.320050001144409	0	0	0
0.323383331298828	0	0	0
0.326716661453247	0	0	0
0.330049991607666	0	0	600
0.333383321762085	200	0	0
0.336716651916504	0	3000	400
0.340050011873245	0	600	600
