Retention Time	Intensity	Intensity	Intensity
0	0	0	600
0.00333333341404796	0	200	0
0.00666666682809591	0	0	0
0.00999999977648258	0	0	0
0.0133333336561918	0	0	0
0.0166666675359011	0	200	0
0.0199999995529652	0	0	0
0.0233333334326744	0	0	0
0.0266666673123837	0	0	0
0.0299999993294477	0	2000	0
0.0333333350718021	0	200	0
0.0366666652262211	0	0	0
0.0399999991059303	0	0	800
0.0433333329856396	0	0	0
0.0466666668653488	0	0	0
0.0500000007450581	0	0	0
0.0533333346247673	0	400	0
0.0566666685044765	0	200	0
0.0599999986588955	200	0	0
0.0633333325386047	0	0	0
0.0666666701436043	0	600	0
0.0700000002980232	0	0	0
0.0733333304524422	0	400	0
0.0766666680574417	0	200	0
0.0799999982118607	0	0	0
0.0833333358168602	0	0	600
0.0866666659712791	0	0	0
0.0900000035762787	0	0	0
0.0933333337306976	0	400	0
0.0966666638851166	0	0	0
0.100000001490116	0	400	0
0.103333331644535	0	0	0
0.106666669249535	0	0	0
0.109999999403954	0	200	1400
0.113333337008953	0	0	800
0.116666667163372	0	400	1200
0.119999997317791	0	200	0
0.123333334922791	0	400	0
0.126666665077209	0	0	200
0.129999995231628	200	0	0
0.133333340287209	0	200	0
0.136666670441628	0	200	0
0.140000000596046	0	400	0
0.143333330750465	0	0	0
0.146666660904884	0	0	200
0.150000005960464	0	400	0
0.153333336114883	0	0	0
0.156666666269302	0	200	0
0.159999996423721	0	0	0
0.16333332657814	0	0	0
0.16666667163372	0	200	0
0.170000001788139	0	0	0
0.173333331942558	0	400	0
0.176666662096977	0	400	0
0.180000007152557	0	400	0
0.183333337306976	0	0	0
0.186666667461395	0	200	0
0.189999997615814	0	0	400
0.193333327770233	0	0	0
0.196666672825813	0	0	0
0.200000002980232	0	0	0
0.203333333134651	0	200	0
0.20666666328907	0	0	0
0.209999993443489	0	0	0
0.213333338499069	0	600	0
0.216666668653488	0	200	0
0.219999998807907	0	0	0
0.223333328962326	0	200	0
0.226666674017906	0	0	0
0.230000004172325	0	800	0
0.233333334326744	0	0	0
0.236666664481163	0	0	0
0.239999994635582	0	0	0
0.243333339691162	0	0	0
0.246666669845581	0	200	0
0.25	0	0	0
0.253333330154419	0	0	0
0.256666660308838	0	0	0
0.259999990463257	0	200	0
0.263333320617676	0	0	0
0.266666680574417	0	0	0
0.270000010728836	0	200	0
0.273333340883255	0	0	0
0.276666671037674	0	0	0
0.280000001192093	0	200	0
0.283333331346512	0	0	600
0.286666661500931	0	200	200
0.28999999165535	0	0	0
0.293333321809769	0	400	800
0.296666651964188	0	0	0
0.300000011920929	0	200	0
0.303333342075348	0	0	0
0.306666672229767	0	800	200
0.310000002384186	0	0	0
0.313333332538605	0	400	600
0.316666662693024	0	0	200
0.319999992847443	0	0	0
0.323333323001862	0	200	0
0.326666653156281	0	200	0
0.330000013113022	200	400	0
0.333333343267441	600	0	600
0.33666667342186	0	200	0
0.340000003576279	0	200	2600
0.343333333730698	0	0	1200
0.346666663885117	0	600	3800
0.349999994039536	0	2600	800
0.353333324193954	0	0	400
0.356666654348373	0	0	3200
0.360000014305115	0	3000	0
0.363333344459534	0	200	200
0.366666674613953	200	1400	800
0.370000004768372	0	200	3400
0.373333334922791	0	200	1200
0.376666665077209	0	200	0
