pCW-gna-bilR(DR166GG),1,0.978912821
pCW-gna-bilR(DR166GG),2,0.9078031
pCW-gna-bilR(DR166GG),3,0.751794689
pCW-gna-bilR,1,18.36471988
pCW-gna-bilR,2,15.01409794
pCW-gna-bilR,3,21.22727262
Vector Control,1,0.970680004
Vector Control,2,0.939010878
Vector Control,3,1.090309118
